segment,day_start_approx,return_start_percent_approx,day_end_approx,return_end_percent_approx,marker_bridge
2215,10.888889,0.773381,11.0,0.773381,False
2216,10.888889,-0.446429,11.0,-0.446429,False
2217,10.888889,-2.3125,11.0,-2.3125,False
2218,10.888889,-2.955357,11.0,-2.955357,False
2219,10.888889,-4.3125,11.0,-4.303571,False
2220,10.888889,-5.044643,11.0,-5.044643,False
2221,11.0,4.946043,11.111111,4.964029,False
2222,11.0,4.514388,11.111111,4.523381,False
2223,11.0,2.715827,11.111111,2.715827,False
2224,11.0,1.753597,11.111111,1.753597,False
2225,11.0,0.773381,11.111111,0.773381,False
2226,11.0,-0.446429,11.111111,-0.446429,False
2227,11.0,-2.3125,11.111111,-2.321429,False
2228,11.0,-2.955357,11.111111,-2.955357,False
2229,11.0,-4.303571,11.111111,-4.303571,False
2230,11.0,-5.044643,11.111111,-5.053571,False
2231,11.111111,4.964029,11.222222,4.973022,False
2232,11.111111,4.523381,11.222222,4.541367,False
2233,11.111111,2.715827,11.222222,2.715827,False
2234,11.111111,1.753597,11.222222,1.744604,False
2235,11.111111,0.773381,11.222222,0.773381,False
2236,11.111111,-0.446429,11.222222,-0.455357,False
2237,11.111111,-2.321429,11.222222,-2.321429,False
2238,11.111111,-2.955357,11.222222,-2.955357,False
2239,11.111111,-4.303571,11.222222,-4.303571,False
2240,11.111111,-5.053571,11.222222,-5.0625,False
2241,11.222222,4.973022,11.333333,4.982014,False
2242,11.222222,4.541367,11.333333,4.55036,False
2243,11.222222,2.715827,11.333333,2.715827,False
2244,11.222222,1.744604,11.333333,1.735612,False
2245,11.222222,0.773381,11.333333,0.782374,False
2246,11.222222,-0.455357,11.333333,-0.455357,False
2247,11.222222,-2.321429,11.333333,-2.321429,False
2248,11.222222,-2.955357,11.333333,-2.955357,False
2249,11.222222,-4.303571,11.333333,-4.303571,False
2250,11.222222,-5.0625,11.333333,-5.080357,False
2251,11.333333,4.982014,11.444444,5.0,False
2252,11.333333,4.55036,11.444444,4.568345,False
2253,11.333333,2.715827,11.444444,2.715827,False
2254,11.333333,1.735612,11.444444,1.726619,False
2255,11.333333,0.782374,11.444444,0.782374,False
2256,11.333333,-0.455357,11.444444,-0.464286,False
2257,11.333333,-2.321429,11.444444,-2.321429,False
2258,11.333333,-2.955357,11.444444,-2.955357,False
2259,11.333333,-4.303571,11.444444,-4.3125,False
2260,11.333333,-5.080357,11.444444,-5.080357,False
2261,11.444444,5.0,11.555556,5.008993,False
2262,11.444444,4.568345,11.555556,4.577338,False
2263,11.444444,2.715827,11.555556,2.715827,False
2264,11.444444,1.726619,11.555556,1.708633,False
2265,11.444444,0.782374,11.555556,0.782374,False
2266,11.444444,-0.464286,11.555556,-0.464286,False
2267,11.444444,-2.321429,11.555556,-2.321429,False
2268,11.444444,-2.955357,11.555556,-2.955357,False
2269,11.444444,-4.3125,11.555556,-4.3125,False
2270,11.444444,-5.080357,11.555556,-5.098214,False
2271,11.555556,5.008993,11.666667,5.026978,False
2272,11.555556,4.577338,11.666667,4.586331,False
2273,11.555556,2.715827,11.666667,2.706835,False
2274,11.555556,1.708633,11.666667,1.69964,False
2275,11.555556,0.782374,11.666667,0.782374,False
2276,11.555556,-0.464286,11.666667,-0.464286,False
2277,11.555556,-2.321429,11.666667,-2.330357,False
2278,11.555556,-2.955357,11.666667,-2.955357,False
2279,11.555556,-4.3125,11.666667,-4.3125,False
2280,11.555556,-5.098214,11.666667,-5.098214,False
2281,11.666667,5.026978,11.777778,5.026978,False
2282,11.666667,4.586331,11.777778,4.595324,False
2283,11.666667,2.706835,11.777778,2.706835,False
2284,11.666667,1.69964,11.777778,1.69964,False
2285,11.666667,0.782374,11.777778,0.782374,False
2286,11.666667,-0.464286,11.777778,-0.464286,False
2287,11.666667,-2.330357,11.777778,-2.330357,False
2288,11.666667,-2.955357,11.777778,-2.955357,False
2289,11.666667,-4.3125,11.777778,-4.3125,False
2290,11.666667,-5.098214,11.777778,-5.098214,False
2291,11.777778,5.026978,11.888889,5.044964,False
2292,11.777778,4.595324,11.888889,4.604317,False
2293,11.777778,2.706835,11.888889,2.706835,False
2294,11.777778,1.69964,11.888889,1.69964,False
2295,11.777778,0.782374,11.888889,0.782374,False
2296,11.777778,-0.464286,11.888889,-0.473214,False
2297,11.777778,-2.330357,11.888889,-2.330357,False
2298,11.777778,-2.955357,11.888889,-2.964286,False
2299,11.777778,-4.3125,11.888889,-4.3125,False
2300,11.777778,-5.098214,11.888889,-5.098214,False
2301,11.888889,5.044964,12.0,5.06295,False
2302,11.888889,4.604317,12.0,4.604317,False
2303,11.888889,2.706835,12.0,2.706835,False
2304,11.888889,1.69964,12.0,1.69964,False
2305,11.888889,0.782374,12.0,0.782374,False
2306,11.888889,-0.473214,12.0,-0.473214,False
2307,11.888889,-2.330357,12.0,-2.330357,False
2308,11.888889,-2.964286,12.0,-2.964286,False
2309,11.888889,-4.3125,12.0,-4.330357,False
2310,11.888889,-5.098214,12.0,-5.098214,False
2311,12.0,5.06295,12.111111,5.06295,False
2312,12.0,4.604317,12.111111,4.613309,False
2313,12.0,2.706835,12.111111,2.706835,False
2314,12.0,1.69964,12.111111,1.690647,False
2315,12.0,0.782374,12.111111,0.782374,False
2316,12.0,-0.473214,12.111111,-0.473214,False
2317,12.0,-2.330357,12.111111,-2.339286,False
2318,12.0,-2.964286,12.111111,-2.964286,False
2319,12.0,-4.330357,12.111111,-4.330357,False
2320,12.0,-5.098214,12.111111,-5.098214,False
2321,12.111111,5.06295,12.222222,5.071942,False
2322,12.111111,4.613309,12.222222,4.622302,False
2323,12.111111,2.706835,12.222222,2.706835,False
2324,12.111111,1.690647,12.222222,1.690647,False
2325,12.111111,0.782374,12.222222,0.782374,False
2326,12.111111,-0.473214,12.222222,-0.473214,False
2327,12.111111,-2.339286,12.222222,-2.339286,False
2328,12.111111,-2.964286,12.222222,-2.964286,False
2329,12.111111,-4.330357,12.222222,-4.339286,False
2330,12.111111,-5.098214,12.222222,-5.098214,False
2331,12.222222,5.071942,12.333333,5.080935,False
2332,12.222222,4.622302,12.333333,4.622302,False
2333,12.222222,2.706835,12.333333,2.706835,False
2334,12.222222,1.690647,12.333333,1.69964,False
2335,12.222222,0.782374,12.333333,0.782374,False
2336,12.222222,-0.473214,12.333333,-0.473214,False
2337,12.222222,-2.339286,12.333333,-2.339286,False
2338,12.222222,-2.964286,12.333333,-2.964286,False
2339,12.222222,-4.339286,12.333333,-4.339286,False
2340,12.222222,-5.098214,12.333333,-5.080357,False
2341,12.333333,5.080935,12.444444,5.080935,False
2342,12.333333,4.622302,12.444444,4.622302,False
2343,12.333333,2.706835,12.444444,2.706835,False
2344,12.333333,1.69964,12.444444,1.69964,False
2345,12.333333,0.782374,12.444444,0.782374,False
2346,12.333333,-0.473214,12.444444,-0.473214,False
2347,12.333333,-2.339286,12.444444,-2.339286,False
2348,12.333333,-2.964286,12.444444,-2.964286,False
2349,12.333333,-4.339286,12.444444,-4.339286,False
2350,12.333333,-5.080357,12.444444,-5.071429,False
2351,12.444444,5.080935,12.555556,5.098921,False
2352,12.444444,4.622302,12.555556,4.622302,False
2353,12.444444,2.706835,12.555556,2.715827,False
2354,12.444444,1.69964,12.555556,1.69964,False
2355,12.444444,0.782374,12.555556,0.782374,False
2356,12.444444,-0.473214,12.555556,-0.473214,False
2357,12.444444,-2.339286,12.555556,-2.339286,False
2358,12.444444,-2.964286,12.555556,-2.964286,False
2359,12.444444,-4.339286,12.555556,-4.348214,False
2360,12.444444,-5.071429,12.555556,-5.0625,False
2361,12.555556,5.098921,12.666667,5.098921,False
2362,12.555556,4.622302,12.666667,4.631295,False
2363,12.555556,2.715827,12.666667,2.715827,False
2364,12.555556,1.69964,12.666667,1.69964,False
2365,12.555556,0.782374,12.666667,0.782374,False
2366,12.555556,-0.473214,12.666667,-0.473214,False
2367,12.555556,-2.339286,12.666667,-2.339286,False
2368,12.555556,-2.964286,12.666667,-2.964286,False
2369,12.555556,-4.348214,12.666667,-4.348214,False
2370,12.555556,-5.0625,12.666667,-5.044643,False
2371,12.666667,5.098921,12.777778,5.098921,False
2372,12.666667,4.631295,12.777778,4.631295,False
2373,12.666667,2.715827,12.777778,2.72482,False
2374,12.666667,1.69964,12.777778,1.69964,False
2375,12.666667,0.782374,12.777778,0.80036,False
2376,12.666667,-0.473214,12.777778,-0.464286,False
2377,12.666667,-2.339286,12.777778,-2.339286,False
2378,12.666667,-2.964286,12.777778,-2.964286,False
2379,12.666667,-4.348214,12.777778,-4.348214,False
2380,12.666667,-5.044643,12.777778,-5.044643,False
2381,12.777778,5.098921,12.888889,5.107914,False
2382,12.777778,4.631295,12.888889,4.631295,False
2383,12.777778,2.72482,12.888889,2.72482,False
2384,12.777778,1.69964,12.888889,1.69964,False
2385,12.777778,0.80036,12.888889,0.80036,False
2386,12.777778,-0.464286,12.888889,-0.464286,False
2387,12.777778,-2.339286,12.888889,-2.330357,False
2388,12.777778,-2.964286,12.888889,-2.964286,False
2389,12.777778,-4.348214,12.888889,-4.348214,False
2390,12.777778,-5.044643,12.888889,-5.044643,False
2391,12.888889,5.107914,13.0,5.107914,False
2392,12.888889,4.631295,13.0,4.631295,False
2393,12.888889,2.72482,13.0,2.733813,False
2394,12.888889,1.69964,13.0,1.708633,False
2395,12.888889,0.80036,13.0,0.80036,False
2396,12.888889,-0.464286,13.0,-0.464286,False
2397,12.888889,-2.330357,13.0,-2.330357,False
2398,12.888889,-2.964286,13.0,-2.964286,False
2399,12.888889,-4.348214,13.0,-4.348214,False
2400,12.888889,-5.044643,13.0,-5.044643,False
2401,13.0,5.107914,13.111111,5.116906,False
2402,13.0,4.631295,13.111111,4.640288,False
2403,13.0,2.733813,13.111111,2.742806,False
2404,13.0,1.708633,13.111111,1.708633,False
2405,13.0,0.80036,13.111111,0.80036,False
2406,13.0,-0.464286,13.111111,-0.464286,False
2407,13.0,-2.330357,13.111111,-2.330357,False
2408,13.0,-2.964286,13.111111,-2.955357,False
2409,13.0,-4.348214,13.111111,-4.348214,False
2410,13.0,-5.044643,13.111111,-5.044643,False
2411,13.111111,5.116906,13.222222,5.116906,False
2412,13.111111,4.640288,13.222222,4.640288,False
2413,13.111111,2.742806,13.222222,2.742806,False
2414,13.111111,1.708633,13.222222,1.708633,False
2415,13.111111,0.80036,13.222222,0.80036,False
2416,13.111111,-0.464286,13.222222,-0.455357,False
2417,13.111111,-2.330357,13.222222,-2.330357,False
2418,13.111111,-2.955357,13.222222,-2.955357,False
2419,13.111111,-4.348214,13.222222,-4.348214,False
2420,13.111111,-5.044643,13.222222,-5.044643,False
2421,13.222222,5.116906,13.333333,5.116906,False
2422,13.222222,4.640288,13.333333,4.649281,False
2423,13.222222,2.742806,13.333333,2.742806,False
2424,13.222222,1.708633,13.333333,1.708633,False
2425,13.222222,0.80036,13.333333,0.80036,False
2426,13.222222,-0.455357,13.333333,-0.455357,False
2427,13.222222,-2.330357,13.333333,-2.321429,False
2428,13.222222,-2.955357,13.333333,-2.955357,False
2429,13.222222,-4.348214,13.333333,-4.348214,False
2430,13.222222,-5.044643,13.333333,-5.053571,False
2431,13.333333,5.116906,13.444444,5.116906,False
2432,13.333333,4.649281,13.444444,4.649281,False
2433,13.333333,2.742806,13.444444,2.751799,False
2434,13.333333,1.708633,13.444444,1.708633,False
2435,13.333333,0.80036,13.444444,0.80036,False
2436,13.333333,-0.455357,13.444444,-0.455357,False
2437,13.333333,-2.321429,13.444444,-2.3125,False
2438,13.333333,-2.955357,13.444444,-2.9375,False
2439,13.333333,-4.348214,13.444444,-4.348214,False
2440,13.333333,-5.053571,13.444444,-5.053571,False
2441,13.444444,5.116906,13.555556,5.116906,False
2442,13.444444,4.649281,13.555556,4.649281,False
2443,13.444444,2.751799,13.555556,2.760791,False
2444,13.444444,1.708633,13.555556,1.708633,False
2445,13.444444,0.80036,13.555556,0.80036,False
2446,13.444444,-0.455357,13.555556,-0.464286,False
2447,13.444444,-2.3125,13.555556,-2.3125,False
2448,13.444444,-2.9375,13.555556,-2.9375,False
2449,13.444444,-4.348214,13.555556,-4.348214,False
2450,13.444444,-5.053571,13.555556,-5.071429,False
2451,13.555556,5.116906,13.666667,5.116906,False
2452,13.555556,4.649281,13.666667,4.667266,False
2453,13.555556,2.760791,13.666667,2.760791,False
2454,13.555556,1.708633,13.666667,1.708633,False
2455,13.555556,0.80036,13.666667,0.80036,False
2456,13.555556,-0.464286,13.666667,-0.455357,False
2457,13.555556,-2.3125,13.666667,-2.3125,False
2458,13.555556,-2.9375,13.666667,-2.9375,False
2459,13.555556,-4.348214,13.666667,-4.339286,False
2460,13.555556,-5.071429,13.666667,-5.071429,False
2461,13.666667,5.116906,13.777778,5.116906,False
2462,13.666667,4.667266,13.777778,4.667266,False
2463,13.666667,2.760791,13.777778,2.778777,False
2464,13.666667,1.708633,13.777778,1.726619,False
2465,13.666667,0.80036,13.777778,0.80036,False
2466,13.666667,-0.455357,13.777778,-0.455357,False
2467,13.666667,-2.3125,13.777778,-2.3125,False
2468,13.666667,-2.9375,13.777778,-2.928571,False
2469,13.666667,-4.339286,13.777778,-4.339286,False
2470,13.666667,-5.071429,13.777778,-5.089286,False
2471,13.777778,5.116906,13.888889,5.125899,False
2472,13.777778,4.667266,13.888889,4.667266,False
2473,13.777778,2.778777,13.888889,2.778777,False
2474,13.777778,1.726619,13.888889,1.726619,False
2475,13.777778,0.80036,13.888889,0.80036,False
2476,13.777778,-0.455357,13.888889,-0.455357,False
2477,13.777778,-2.3125,13.888889,-2.3125,False
2478,13.777778,-2.928571,13.888889,-2.919643,False
2479,13.777778,-4.339286,13.888889,-4.339286,False
2480,13.777778,-5.089286,13.888889,-5.098214,False
2481,13.888889,5.125899,14.0,5.134892,False
2482,13.888889,4.667266,14.0,4.667266,False
2483,13.888889,2.778777,14.0,2.778777,False
2484,13.888889,1.726619,14.0,1.726619,False
2485,13.888889,0.80036,14.0,0.80036,False
2486,13.888889,-0.455357,14.0,-0.455357,False
2487,13.888889,-2.3125,14.0,-2.3125,False
2488,13.888889,-2.919643,14.0,-2.919643,False
2489,13.888889,-4.339286,14.0,-4.339286,False
2490,13.888889,-5.098214,14.0,-5.116071,False
2491,14.0,5.134892,14.111111,5.134892,False
2492,14.0,4.667266,14.111111,4.676259,False
2493,14.0,2.778777,14.111111,2.778777,False
2494,14.0,1.726619,14.111111,1.735612,False
2495,14.0,0.80036,14.111111,0.80036,False
2496,14.0,-0.455357,14.111111,-0.455357,False
2497,14.0,-2.3125,14.111111,-2.303571,False
2498,14.0,-2.919643,14.111111,-2.919643,False
2499,14.0,-4.339286,14.111111,-4.339286,False
2500,14.0,-5.116071,14.111111,-5.125,False
2501,14.111111,5.134892,14.222222,5.134892,False
2502,14.111111,4.676259,14.222222,4.676259,False
2503,14.111111,2.778777,14.222222,2.778777,False
2504,14.111111,1.735612,14.222222,1.744604,False
2505,14.111111,0.80036,14.222222,0.80036,False
2506,14.111111,-0.455357,14.222222,-0.464286,False
2507,14.111111,-2.303571,14.222222,-2.303571,False
2508,14.111111,-2.919643,14.222222,-2.910714,False
2509,14.111111,-4.339286,14.222222,-4.330357,False
2510,14.111111,-5.125,14.222222,-5.142857,False
2511,14.222222,5.134892,14.333333,5.143885,False
2512,14.222222,4.676259,14.333333,4.676259,False
2513,14.222222,2.778777,14.333333,2.778777,False
2514,14.222222,1.744604,14.333333,1.744604,False
2515,14.222222,0.80036,14.333333,0.80036,False
2516,14.222222,-0.464286,14.333333,-0.464286,False
2517,14.222222,-2.303571,14.333333,-2.294643,False
2518,14.222222,-2.910714,14.333333,-2.910714,False
2519,14.222222,-4.330357,14.333333,-4.330357,False
2520,14.222222,-5.142857,14.333333,-5.142857,False
2521,14.333333,5.143885,14.444444,5.143885,False
2522,14.333333,4.676259,14.444444,4.676259,False
2523,14.333333,2.778777,14.444444,2.778777,False
2524,14.333333,1.744604,14.444444,1.744604,False
2525,14.333333,0.80036,14.444444,0.80036,False
2526,14.333333,-0.464286,14.444444,-0.464286,False
2527,14.333333,-2.294643,14.444444,-2.294643,False
2528,14.333333,-2.910714,14.444444,-2.901786,False
2529,14.333333,-4.330357,14.444444,-4.321429,False
2530,14.333333,-5.142857,14.444444,-5.160714,False
2531,14.444444,5.143885,14.555556,5.152878,False
2532,14.444444,4.676259,14.555556,4.694245,False
2533,14.444444,2.778777,14.555556,2.778777,False
2534,14.444444,1.744604,14.555556,1.744604,False
2535,14.444444,0.80036,14.555556,0.80036,False
2536,14.444444,-0.464286,14.555556,-0.473214,False
2537,14.444444,-2.294643,14.555556,-2.294643,False
2538,14.444444,-2.901786,14.555556,-2.901786,False
2539,14.444444,-4.321429,14.555556,-4.3125,False
2540,14.444444,-5.160714,14.555556,-5.169643,False
2541,14.555556,5.152878,14.666667,5.152878,False
2542,14.555556,4.694245,14.666667,4.694245,False
2543,14.555556,2.778777,14.666667,2.778777,False
2544,14.555556,1.744604,14.666667,1.744604,False
2545,14.555556,0.80036,14.666667,0.809353,False
2546,14.555556,-0.473214,14.666667,-0.473214,False
2547,14.555556,-2.294643,14.666667,-2.294643,False
2548,14.555556,-2.901786,14.666667,-2.901786,False
2549,14.555556,-4.3125,14.666667,-4.3125,False
2550,14.555556,-5.169643,14.666667,-5.1875,False
2551,14.666667,5.152878,14.777778,5.161871,False
2552,14.666667,4.694245,14.777778,4.694245,False
2553,14.666667,2.778777,14.777778,2.769784,False
2554,14.666667,1.744604,14.777778,1.753597,False
2555,14.666667,0.809353,14.777778,0.809353,False
2556,14.666667,-0.473214,14.777778,-0.482143,False
2557,14.666667,-2.294643,14.777778,-2.285714,False
2558,14.666667,-2.901786,14.777778,-2.901786,False
2559,14.666667,-4.3125,14.777778,-4.3125,False
2560,14.666667,-5.1875,14.777778,-5.1875,False
2561,14.777778,5.161871,14.888889,5.161871,False
2562,14.777778,4.694245,14.888889,4.694245,False
2563,14.777778,2.769784,14.888889,2.769784,False
2564,14.777778,1.753597,14.888889,1.753597,False
2565,14.777778,0.809353,14.888889,0.809353,False
2566,14.777778,-0.482143,14.888889,-0.491071,False
2567,14.777778,-2.285714,14.888889,-2.285714,False
2568,14.777778,-2.901786,14.888889,-2.883929,False
2569,14.777778,-4.3125,14.888889,-4.3125,False
2570,14.777778,-5.1875,14.888889,-5.205357,False
2571,14.888889,5.161871,15.0,5.161871,False
2572,14.888889,4.694245,15.0,4.694245,False
2573,14.888889,2.769784,15.0,2.769784,False
2574,14.888889,1.753597,15.0,1.753597,False
2575,14.888889,0.809353,15.0,0.809353,False
2576,14.888889,-0.491071,15.0,-0.491071,False
2577,14.888889,-2.285714,15.0,-2.285714,False
2578,14.888889,-2.883929,15.0,-2.883929,False
2579,14.888889,-4.3125,15.0,-4.3125,False
2580,14.888889,-5.205357,15.0,-5.223214,False
2581,15.0,5.161871,15.111111,5.170863,False
2582,15.0,4.694245,15.111111,4.703237,False
2583,15.0,2.769784,15.111111,2.778777,False
2584,15.0,1.753597,15.111111,1.753597,False
2585,15.0,0.809353,15.111111,0.809353,False
2586,15.0,-0.491071,15.111111,-0.491071,False
2587,15.0,-2.285714,15.111111,-2.285714,False
2588,15.0,-2.883929,15.111111,-2.883929,False
2589,15.0,-4.3125,15.111111,-4.3125,False
2590,15.0,-5.223214,15.111111,-5.232143,False
2591,15.111111,5.170863,15.222222,5.170863,False
2592,15.111111,4.703237,15.222222,4.71223,False
2593,15.111111,2.778777,15.222222,2.778777,False
2594,15.111111,1.753597,15.222222,1.76259,False
2595,15.111111,0.809353,15.222222,0.80036,False
2596,15.111111,-0.491071,15.222222,-0.491071,False
2597,15.111111,-2.285714,15.222222,-2.285714,False
2598,15.111111,-2.883929,15.222222,-2.866071,False
2599,15.111111,-4.3125,15.222222,-4.330357,False
2600,15.111111,-5.232143,15.222222,-5.241071,False
2601,15.222222,5.170863,15.333333,5.152878,False
2602,15.222222,4.71223,15.333333,4.71223,False
2603,15.222222,2.778777,15.333333,2.778777,False
2604,15.222222,1.76259,15.333333,1.771583,False
2605,15.222222,0.80036,15.333333,0.80036,False
2606,15.222222,-0.491071,15.333333,-0.508929,False
2607,15.222222,-2.285714,15.333333,-2.294643,False
2608,15.222222,-2.866071,15.333333,-2.866071,False
2609,15.222222,-4.330357,15.333333,-4.330357,False
2610,15.222222,-5.241071,15.333333,-5.258929,False
2611,15.333333,5.152878,15.444444,5.152878,False
2612,15.333333,4.71223,15.444444,4.721223,False
2613,15.333333,2.778777,15.444444,2.778777,False
2614,15.333333,1.771583,15.444444,1.771583,False
2615,15.333333,0.80036,15.444444,0.80036,False
2616,15.333333,-0.508929,15.444444,-0.508929,False
2617,15.333333,-2.294643,15.444444,-2.294643,False
2618,15.333333,-2.866071,15.444444,-2.857143,False
2619,15.333333,-4.330357,15.444444,-4.330357,False
2620,15.333333,-5.258929,15.444444,-5.267857,False
2621,15.444444,5.152878,15.555556,5.152878,False
2622,15.444444,4.721223,15.555556,4.730216,False
2623,15.444444,2.778777,15.555556,2.778777,False
2624,15.444444,1.771583,15.555556,1.771583,False
2625,15.444444,0.80036,15.555556,0.80036,False
2626,15.444444,-0.508929,15.555556,-0.517857,False
2627,15.444444,-2.294643,15.555556,-2.294643,False
2628,15.444444,-2.857143,15.555556,-2.848214,False
2629,15.444444,-4.330357,15.555556,-4.330357,False
2630,15.444444,-5.267857,15.555556,-5.276786,False
2631,15.555556,5.152878,15.666667,5.152878,False
2632,15.555556,4.730216,15.666667,4.739209,False
2633,15.555556,2.778777,15.666667,2.778777,False
2634,15.555556,1.771583,15.666667,1.771583,False
2635,15.555556,0.80036,15.666667,0.80036,False
2636,15.555556,-0.517857,15.666667,-0.526786,False
2637,15.555556,-2.294643,15.666667,-2.294643,False
2638,15.555556,-2.848214,15.666667,-2.839286,False
2639,15.555556,-4.330357,15.666667,-4.339286,False
2640,15.555556,-5.276786,15.666667,-5.294643,False
2641,15.666667,5.152878,15.777778,5.143885,False
2642,15.666667,4.739209,15.777778,4.748201,False
2643,15.666667,2.778777,15.777778,2.778777,False
2644,15.666667,1.771583,15.777778,1.780576,False
2645,15.666667,0.80036,15.777778,0.80036,False
2646,15.666667,-0.526786,15.777778,-0.535714,False
2647,15.666667,-2.294643,15.777778,-2.294643,False
2648,15.666667,-2.839286,15.777778,-2.839286,False
2649,15.666667,-4.339286,15.777778,-4.339286,False
2650,15.666667,-5.294643,15.777778,-5.294643,False
2651,15.777778,5.143885,15.888889,5.143885,False
2652,15.777778,4.748201,15.888889,4.766187,False
2653,15.777778,2.778777,15.888889,2.778777,False
2654,15.777778,1.780576,15.888889,1.789568,False
2655,15.777778,0.80036,15.888889,0.80036,False
2656,15.777778,-0.535714,15.888889,-0.535714,False
2657,15.777778,-2.294643,15.888889,-2.294643,False
2658,15.777778,-2.839286,15.888889,-2.839286,False
2659,15.777778,-4.339286,15.888889,-4.339286,False
2660,15.777778,-5.294643,15.888889,-5.303571,False
2661,15.888889,5.143885,16.0,5.143885,False
2662,15.888889,4.766187,16.0,4.77518,False
2663,15.888889,2.778777,16.0,2.78777,False
2664,15.888889,1.789568,16.0,1.789568,False
2665,15.888889,0.80036,16.0,0.80036,False
2666,15.888889,-0.535714,16.0,-0.553571,False
2667,15.888889,-2.294643,16.0,-2.294643,False
2668,15.888889,-2.839286,16.0,-2.830357,False
2669,15.888889,-4.339286,16.0,-4.339286,False
2670,15.888889,-5.303571,16.0,-5.3125,False
2671,16.0,5.143885,16.111111,5.143885,False
2672,16.0,4.77518,16.111111,4.802158,False
2673,16.0,2.78777,16.111111,2.796763,False
2674,16.0,1.789568,16.111111,1.789568,False
2675,16.0,0.80036,16.111111,0.80036,False
2676,16.0,-0.553571,16.111111,-0.553571,False
2677,16.0,-2.294643,16.111111,-2.294643,False
2678,16.0,-2.830357,16.111111,-2.830357,False
2679,16.0,-4.339286,16.111111,-4.348214,False
2680,16.0,-5.3125,16.111111,-5.330357,False
2681,16.111111,5.143885,16.222222,5.143885,False
2682,16.111111,4.802158,16.222222,4.838129,False
2683,16.111111,2.796763,16.222222,2.796763,False
2684,16.111111,1.789568,16.222222,1.798561,False
2685,16.111111,0.80036,16.222222,0.791367,False
2686,16.111111,-0.553571,16.222222,-0.5625,False
2687,16.111111,-2.294643,16.222222,-2.294643,False
2688,16.111111,-2.830357,16.222222,-2.830357,False
2689,16.111111,-4.348214,16.222222,-4.348214,False
2690,16.111111,-5.330357,16.222222,-5.330357,False
2691,16.222222,5.143885,16.333333,5.143885,False
2692,16.222222,4.838129,16.333333,4.856115,False
2693,16.222222,2.796763,16.333333,2.796763,False
2694,16.222222,1.798561,16.333333,1.798561,False
2695,16.222222,0.791367,16.333333,0.791367,False
2696,16.222222,-0.5625,16.333333,-0.5625,False
2697,16.222222,-2.294643,16.333333,-2.294643,False
2698,16.222222,-2.830357,16.333333,-2.830357,False
2699,16.222222,-4.348214,16.333333,-4.348214,False
2700,16.222222,-5.330357,16.333333,-5.348214,False
2701,16.333333,5.143885,16.444444,5.152878,False
2702,16.333333,4.856115,16.444444,4.874101,False
2703,16.333333,2.796763,16.444444,2.796763,False
2704,16.333333,1.798561,16.444444,1.798561,False
2705,16.333333,0.791367,16.444444,0.791367,False
2706,16.333333,-0.5625,16.444444,-0.571429,False
2707,16.333333,-2.294643,16.444444,-2.303571,False
2708,16.333333,-2.830357,16.444444,-2.830357,False
2709,16.333333,-4.348214,16.444444,-4.348214,False
2710,16.333333,-5.348214,16.444444,-5.348214,False
2711,16.444444,5.152878,16.555556,5.152878,False
2712,16.444444,4.874101,16.555556,4.883094,False
2713,16.444444,2.796763,16.555556,2.805755,False
2714,16.444444,1.798561,16.555556,1.798561,False
2715,16.444444,0.791367,16.555556,0.791367,False
2716,16.444444,-0.571429,16.555556,-0.571429,False
2717,16.444444,-2.303571,16.555556,-2.3125,False
2718,16.444444,-2.830357,16.555556,-2.830357,False
2719,16.444444,-4.348214,16.555556,-4.348214,False
2720,16.444444,-5.348214,16.555556,-5.348214,False
2721,16.555556,5.152878,16.666667,5.152878,False
2722,16.555556,4.883094,16.666667,4.910072,False
2723,16.555556,2.805755,16.666667,2.805755,False
2724,16.555556,1.798561,16.666667,1.807554,False
2725,16.555556,0.791367,16.666667,0.791367,False
2726,16.555556,-0.571429,16.666667,-0.571429,False
2727,16.555556,-2.3125,16.666667,-2.3125,False
2728,16.555556,-2.830357,16.666667,-2.830357,False
2729,16.555556,-4.348214,16.666667,-4.348214,False
2730,16.555556,-5.348214,16.666667,-5.357143,False
2731,16.666667,5.152878,16.777778,5.152878,False
2732,16.666667,4.910072,16.777778,4.928058,False
2733,16.666667,2.805755,16.777778,2.805755,False
2734,16.666667,1.807554,16.777778,1.816547,False
2735,16.666667,0.791367,16.777778,0.782374,False
2736,16.666667,-0.571429,16.777778,-0.580357,False
2737,16.666667,-2.3125,16.777778,-2.3125,False
2738,16.666667,-2.830357,16.777778,-2.830357,False
2739,16.666667,-4.348214,16.777778,-4.357143,False
2740,16.666667,-5.357143,16.777778,-5.366071,False
2741,16.777778,5.152878,16.888889,5.152878,False
2742,16.777778,4.928058,16.888889,4.946043,False
2743,16.777778,2.805755,16.888889,2.805755,False
2744,16.777778,1.816547,16.888889,1.816547,False
2745,16.777778,0.782374,16.888889,0.782374,False
2746,16.777778,-0.580357,16.888889,-0.580357,False
2747,16.777778,-2.3125,16.888889,-2.3125,False
2748,16.777778,-2.830357,16.888889,-2.830357,False
2749,16.777778,-4.357143,16.888889,-4.366071,False
2750,16.777778,-5.366071,16.888889,-5.366071,False
2751,16.888889,5.152878,17.0,5.161871,False
2752,16.888889,4.946043,17.0,4.964029,False
2753,16.888889,2.805755,17.0,2.823741,False
2754,16.888889,1.816547,17.0,1.82554,False
2755,16.888889,0.782374,17.0,0.782374,False
