occurrence_id,deck,deck_path,slide_number,hidden_slide,occurrence_ordinal,asset_kind,object_id,object_name,alt_title,alt_description,decorative,relationship_id,relationship_type,media_path,external,crop,image_format,mime_type,width_px,height_px,bytes,sha256,duplicate_group,duplicate_occurrences
DPN02. Attention_Prediction_Expectation:s41:o3,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",41,False,3,embedded-image,9,Picture 8,,,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image44.png,False,,PNG,image/png,1358,1018,1187300,4477db1147e378969c03a69c7fb8e34ab6cd23a23129378eb9aa4930cbed8fbf,sha256:4477db1147e37896,1
DPN02. Attention_Prediction_Expectation:s42:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",42,False,1,embedded-image,1026,Picture 2,,squirreloraligator_results,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image45.png,False,,PNG,image/png,595,443,29304,ee6f43a9b86d3cd39d9ad1ab3af4ff7df84f63f1d9baf6a79e6f2c941ff8f64a,sha256:ee6f43a9b86d3cd3,1
DPN02. Attention_Prediction_Expectation:s43:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",43,False,1,embedded-image,6,Picture 5,,2c70590979de70f6a8e7bb98c202e6f936c19350_v3.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image46.png,False,,PNG,image/png,1672,941,1757232,e2b7d04049921eb7c3ce80bb555241f6f786e1babb88b8663992946a626f80de,sha256:e2b7d04049921eb7,1
DPN02. Attention_Prediction_Expectation:s45:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",45,False,1,embedded-image,6,Image 0,,/mnt/data/a_realistic_indoor_medical_consultation_scene_in_a_batch_2.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image47.jpeg,False,,JPEG,image/jpeg,1262,941,308127,30c65c97309dff6da9ee5c183ba20a4336246c5acf1cc2d19cab49f681c0ba20,sha256:30c65c97309dff6d,1
DPN02. Attention_Prediction_Expectation:s48:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",48,False,1,embedded-image,7,Picture 6,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image48.png,False,,PNG,image/png,1448,1086,2024205,8ab92a28dbcb93aa5a1cff6fd6dbf1f5b56ff8004d8d391da654166db80c808d,sha256:8ab92a28dbcb93aa,1
DPN02. Attention_Prediction_Expectation:s49:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",49,False,1,embedded-image,9,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image49.jpeg,False,,JPEG,image/jpeg,1340,838,82032,705dcc87529522efaf118c0fbe0249804f59140ae79875b7af7f29cd7253b2a0,sha256:705dcc87529522ef,1
DPN02. Attention_Prediction_Expectation:s50:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",50,False,1,embedded-image,6,Image 0,,/mnt/data/a_cinematic_highly_detailed_conceptual_scene_a_m_batch_6.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image50.jpeg,False,,JPEG,image/jpeg,1262,941,398856,e0ce5784bc8e112e35be824f480199d8e55d4bd4eee7f3d094412a760817b1ef,sha256:e0ce5784bc8e112e,1
DPN02. Attention_Prediction_Expectation:s52:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",52,False,1,embedded-image,9,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image51.jpeg,False,,JPEG,image/jpeg,1200,752,81162,b78e636d2cae9f0afb432164c0de861a1842f22f19728e4fd7b1c9248c633105,sha256:b78e636d2cae9f0a,1
DPN02. Attention_Prediction_Expectation:s53:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",53,False,1,embedded-image,6,Image 0,,/mnt/data/a_wide_cinematic_sun_dappled_park_or_tree_lined_batch_5.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image52.jpeg,False,,JPEG,image/jpeg,1262,941,420826,3bd103d43b747a334e5eeda4f32db541b03a2583edd16172593acb3ec22b2d88,sha256:3bd103d43b747a33,1
DPN02. Attention_Prediction_Expectation:s54:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",54,False,1,embedded-image,9,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image53.jpeg,False,,JPEG,image/jpeg,1320,1393,212696,36106f77df6c88007f6758c25c427e847cd0600a746f33956aaace7bbac4e797,sha256:36106f77df6c8800,1
DPN02. Attention_Prediction_Expectation:s55:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",55,False,1,embedded-image,7,Picture 6,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image54.jpeg,False,,JPEG,image/jpeg,896,688,149143,2af8d6a48b5d69f78042723177076808424787c8c1b09c2eec87919fedff3a9b,sha256:2af8d6a48b5d69f7,1
DPN02. Attention_Prediction_Expectation:s56:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",56,False,1,embedded-image,5,Picture 4,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image55.png,False,,PNG,image/png,1672,941,1721731,b74a815cdc93004c73e4c6b39750e8bc3ff32b2a38a10798a6438310c6f607d9,sha256:b74a815cdc93004c,1
DPN02. Attention_Prediction_Expectation:s57:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",57,False,1,embedded-image,10,Picture 9,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image56.tiff,False,,TIFF,image/tiff,550,800,1324358,c2b56531ed3329a913f19140f3a32ab31dc308e8ff1d49c76f54bcf214115167,sha256:c2b56531ed3329a9,1
DPN02. Attention_Prediction_Expectation:s58:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",58,False,1,embedded-image,7,Picture 6,,"A screenshot of a cell phone

Description automatically generated",False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image57.png,False,,PNG,image/png,796,702,61458,bc90ee66a01bccc7c3adb2396e7c0beccb5faeda291efee6db731bf9fced82f4,sha256:bc90ee66a01bccc7,1
DPN02. Attention_Prediction_Expectation:s58:o2,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",58,False,2,embedded-image,6,Picture 5,,"A screenshot of a cell phone

Description automatically generated",False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image58.png,False,,PNG,image/png,199,72,6557,422b89e6ecd7d715f9b21216da5a15da20c4cafa3f82e82ac1e339cbe15fd56e,sha256:422b89e6ecd7d715,1
DPN02. Attention_Prediction_Expectation:s58:o3,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",58,False,3,embedded-image,9,Image 0,,/mnt/data/a_realistic_well_lit_modern_classroom_studio_scen_batch_3.png,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image59.jpeg,False,,JPEG,image/jpeg,1262,941,378458,3158c24ec0568e7ba0574ffd38f5ab33b2139a4b804bca615df4d1b945bcaefb,sha256:3158c24ec0568e7b,1
DPN02. Attention_Prediction_Expectation:s59:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",59,False,1,embedded-image,6,Image 0,,/mnt/data/a_cinematic_conceptual_business_strategy_scene_in.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image60.jpeg,False,,JPEG,image/jpeg,1262,941,416806,3ceeced78de3ba08a8677c4ca54dd691bc459ebb3ca40139ff78fa345a3df276,sha256:3ceeced78de3ba08,1
DPN02. Attention_Prediction_Expectation:s60:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",60,False,1,embedded-image,3,Picture 2,,Premium Red Wine – Bravo Farms,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image61.jpeg,False,,JPEG,image/jpeg,447,447,10152,d420bdb1d1e4a58697805f283f3fc0de2418dc5139a7416ae298b57b50568815,sha256:d420bdb1d1e4a586,1
DPN02. Attention_Prediction_Expectation:s60:o2,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",60,False,2,embedded-image,4,Picture 3,,1 l Isarseidel glass stein – Original Hofbräuhaus Maßstein Munich,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image62.jpeg,False,,JPEG,image/jpeg,357,560,21844,592142e2591586df2e565984dc131d7aabfcf95b1be771dacd29c4cb791674df,sha256:592142e2591586df,1
DPN02. Attention_Prediction_Expectation:s60:o3,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",60,False,3,embedded-image,14,Picture 13,,,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image63.png,False,,PNG,image/png,300,315,68657,6b7dc228235eb907aa579f483178869433ed81620fed68fbb17dc98be4998ed7,sha256:6b7dc228235eb907,1
DPN02. Attention_Prediction_Expectation:s63:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",63,False,1,embedded-image,4,Image 0,,/mnt/data/a_wide_cinematic_digital_illustration_concept_a_batch_1.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image64.jpeg,False,,JPEG,image/jpeg,1672,941,453153,dc3c42270e494a1955bf55718e078c33d2662bdb3fb20294ab42c423a6c913d9,sha256:dc3c42270e494a19,3
DPN02. Attention_Prediction_Expectation:s64:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",64,False,1,embedded-image,2,Image 0,,/mnt/data/revised_assets/slide02_img01_e782cb844384.jpg,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image65.jpg,False,,JPEG,image/jpeg,1672,941,453153,67146575d2c8d0740eb30e15fca03fa6518fd2d0c310f3af86d07814e49e70fc,sha256:67146575d2c8d074,3
DPN02. Attention_Prediction_Expectation:s65:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",65,False,1,embedded-image,33,Picture 32,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image66.png,False,,PNG,image/png,140,145,20790,57b23264ebdc989ccf2b266d2695617cd013de948c1a279261c1c317c7e3119d,sha256:57b23264ebdc989c,2
DPN02. Attention_Prediction_Expectation:s65:o2,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",65,False,2,embedded-image,38,Picture 37,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image67.png,False,,PNG,image/png,175,174,50539,75156168270209ecaa710a213eb8e315d8abee0e629ad8c3277eed1032477025,sha256:75156168270209ec,2
DPN02. Attention_Prediction_Expectation:s65:o3,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",65,False,3,embedded-image,39,Picture 38,,,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image68.png,False,,PNG,image/png,156,127,16284,df50d5c286551033547200cb54e6df005d37abf75e8c6914c49877bc7259a73d,sha256:df50d5c286551033,2
DPN02. Attention_Prediction_Expectation:s65:o4,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",65,False,4,embedded-image,40,Picture 39,,,False,rId6,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image69.png,False,,PNG,image/png,198,185,55539,bd6359afeb652b25b92078cf79277626564f41abeec44bed7101032e84b39c05,sha256:bd6359afeb652b25,2
DPN02. Attention_Prediction_Expectation:s65:o5,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",65,False,5,embedded-image,41,Picture 40,,,False,rId7,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image70.png,False,,PNG,image/png,186,128,20446,05e35d42651fd2c0bc162042a40ed6cd05f85c846d1077b3c438779ae87e7322,sha256:05e35d42651fd2c0,2
DPN02. Attention_Prediction_Expectation:s65:o6,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",65,False,6,embedded-image,43,Picture 42,,,False,rId8,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image71.png,False,,PNG,image/png,105,113,9239,7a198017f43c75b4ada1bfccb6a97172445d3fcc1e57cfdf5816cea125b13f1d,sha256:7a198017f43c75b4,2
DPN02. Attention_Prediction_Expectation:s65:o7,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",65,False,7,embedded-image,42,Picture 41,,,False,rId9,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image72.png,False,,PNG,image/png,126,102,10915,0819e56a42f3f29a715e5484ed1881363dade2f31b930f9bae18f76d079138a2,sha256:0819e56a42f3f29a,2
DPN02. Attention_Prediction_Expectation:s65:o8,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",65,False,8,embedded-image,5,Picture 4,,,False,rId10,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image73.png,False,,PNG,image/png,82,104,16994,69a01260b5730056289c1ceb71cba13818e2500bf82a8c4aae7dc442d19e11b4,sha256:69a01260b5730056,2
DPN02. Attention_Prediction_Expectation:s65:o9,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",65,False,9,embedded-image,110,Picture 109,,,False,rId11,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image74.png,False,,PNG,image/png,75,74,13350,f0de0d32fd38330a2b81229afe321b659478bd6fbde300b190a05403b0825dce,sha256:f0de0d32fd38330a,2
DPN02. Attention_Prediction_Expectation:s65:o10,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",65,False,10,embedded-image,154,Picture 153,,,False,rId12,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image75.png,False,,PNG,image/png,191,169,46374,cea9f298efd17ee63ad8343ef6d2765166e8250d93432dfbcce267c81c55a40e,sha256:cea9f298efd17ee6,2
DPN02. Attention_Prediction_Expectation:s66:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",66,False,1,embedded-image,8,Picture 7,,Washed-out colour photograph of a lace dress,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image76.jpeg,False,,JPEG,image/jpeg,250,380,23285,3cbaf2735d886dc80ec55c3fbecb051a13c5fd12b4d48bf5782fa2bf645e335f,sha256:3cbaf2735d886dc8,1
DPN02. Attention_Prediction_Expectation:s66:o2,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",66,False,2,embedded-image,9,Picture 8,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image77.png,False,,PNG,image/png,250,188,22213,65ec766d42b62a7bec223fd1a03d7579e4a5a5b4e0caf9e2a83c3fb9d2b6be9f,sha256:65ec766d42b62a7b,1
DPN02. Attention_Prediction_Expectation:s67:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",67,False,1,embedded-image,6,Picture 5,,d7fdb0fa91f673358afe4d2e52d5d63463fb592d_v3.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image78.png,False,,PNG,image/png,1672,941,1785779,d4c0c3e9e220bbc7be4aaf30f0c168653ee517e6de8c6fe094e51ba3e2bb80c2,sha256:d4c0c3e9e220bbc7,2
DPN02. Attention_Prediction_Expectation:s68:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",68,False,1,embedded-image,6,Image 0,,/mnt/data/a_high_detail_infographic_style_collage_sci_art_sc.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image79.jpeg,False,,JPEG,image/jpeg,1262,941,431463,68d6b8fb6383febd59a5366511782d4efe95b5cb9b61223a84d47ec2e77cd0eb,sha256:68d6b8fb6383febd,1
DPN02. Attention_Prediction_Expectation:s69:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",69,False,1,embedded-image,8,Picture 7,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image80.png,False,,PNG,image/png,1363,970,2282282,e632cf2761af4bae33155856d113a03453936425a4d9e36a2d29915a2094880a,sha256:e632cf2761af4bae,1
DPN02. Attention_Prediction_Expectation:s70:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",70,False,1,embedded-image,9,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image81.png,False,,PNG,image/png,405,381,169411,2dfd9f6f364bdbfb9158bfd589ded49995e6f86b0fe199038fdd33bddd743b90,sha256:2dfd9f6f364bdbfb,1
DPN02. Attention_Prediction_Expectation:s70:o2,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",70,False,2,embedded-image,3,Content Placeholder 5,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image82.png,False,,PNG,image/png,797,109,77708,1967ceec9894441449d9ac0f8534b9aad870d7b7fbb9439fed1e8e6735fb924a,sha256:1967ceec98944414,1
DPN02. Attention_Prediction_Expectation:s70:o3,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",70,False,3,embedded-image,5,Content Placeholder 5,,,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image83.png,False,,PNG,image/png,386,381,187282,2180e0e7b5b6b76bcc4f3bfd468976ed0e71cb312852aeadd6201b595c32123a,sha256:2180e0e7b5b6b76b,1
DPN02. Attention_Prediction_Expectation:s72:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",72,True,1,embedded-image,2,Image 0,,/mnt/data/a_high_detail_infographic_style_collage_sci_art_sc_batch_4.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image84.jpeg,False,,JPEG,image/jpeg,1672,941,590258,bcbaaaaf337a73703a7452917c86d49103b1f7a653f82495445d8600307f1837,sha256:bcbaaaaf337a7370,1
DPN02. Attention_Prediction_Expectation:s72:o2,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",72,True,2,embedded-image,9,Picture 8,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image85.png,False,,PNG,image/png,1672,941,2124955,fe4edb261dc69841d4688c996bad5d73964456125332b15f15cf209d9fe17e12,sha256:fe4edb261dc69841,1
DPN02. Attention_Prediction_Expectation:s72:o3,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",72,True,3,embedded-image,10,Picture 9,,,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image86.png,False,,PNG,image/png,2138,884,2315107,eb35263dcc46ed8e996c7a419e00994189e092b60c634a9e111d4c0ecf65338e,sha256:eb35263dcc46ed8e,1
DPN02. Attention_Prediction_Expectation:s73:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",73,True,1,embedded-image,2,Image 0,,/mnt/data/a_wide_high_detail_conceptual_sci_fi_infographic_batch_6.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image87.jpeg,False,,JPEG,image/jpeg,1672,941,587252,7b1b9bdc5c850baf7a7fb809c3ba25f042672140b33f038386c3a877e798c29b,sha256:7b1b9bdc5c850baf,1
DPN02. Attention_Prediction_Expectation:s74:o1,DPN02. Attention_Prediction_Expectation.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN02. Attention_Prediction_Expectation.pptx",74,True,1,embedded-image,6,Picture 5,,d7fdb0fa91f673358afe4d2e52d5d63463fb592d_v3.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image78.png,False,,PNG,image/png,1672,941,1785779,d4c0c3e9e220bbc7be4aaf30f0c168653ee517e6de8c6fe094e51ba3e2bb80c2,sha256:d4c0c3e9e220bbc7,2
