occurrence_id,deck,deck_path,slide_number,hidden_slide,occurrence_ordinal,asset_kind,object_id,object_name,alt_title,alt_description,decorative,relationship_id,relationship_type,media_path,external,crop,image_format,mime_type,width_px,height_px,bytes,sha256,duplicate_group,duplicate_occurrences
DPN01. Decision Process:s1:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",1,False,1,embedded-image,7,Picture 6,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image1.png,False,,PNG,image/png,1672,941,1633957,65c29b88f625a702652efe844263a6e0f23e3604094c0ed76d6d53d302a28e8f,sha256:65c29b88f625a702,1
DPN01. Decision Process:s4:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",4,False,1,embedded-image,19,Picture 4,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image2.png,False,,PNG,image/png,742,742,12357,2fab781e388213fe79385d21a0576d138538663e44dfbb2c188f65486b097947,sha256:2fab781e388213fe,1
DPN01. Decision Process:s5:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",5,False,1,embedded-image,6,Picture 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image3.png,False,,PNG,image/png,1672,941,1494066,c725c06451a3779feead89b1b288c5eb7d72da77037fa4d2d8cb7e84a1c10868,sha256:c725c06451a3779f,1
DPN01. Decision Process:s8:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",8,False,1,embedded-image,9,Picture 9,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image4.png,False,,PNG,image/png,1266,802,815493,fac0673bd8cef39f50af3ed4eb2a138f5505d97cbc0b23d9f93b10b4bc9cda33,sha256:fac0673bd8cef39f,1
DPN01. Decision Process:s8:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",8,False,2,embedded-image,10,Picture 2,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image5.png,False,,PNG,image/png,371,371,131073,b8b387cb86c16e795b2ae62582ddc1d4622ff268c25e89da93c174e60ca8bb97,sha256:b8b387cb86c16e79,1
DPN01. Decision Process:s12:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",12,False,1,embedded-image,18,Picture 9,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image6.png,False,,PNG,image/png,450,684,626043,ee9387ee71a0f6bc3e53f86730f68e63e05adc167e237b56629f911de62d92ee,sha256:ee9387ee71a0f6bc,1
DPN01. Decision Process:s14:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",14,False,1,embedded-image,9,slide.url=https://www.polleverywhere.com/multiple_choice_polls/WFGCQ09uLQXWn5PUx9E9q?display_state=instructions&activity_state=opened&state=opened&flow=Engagement&onscreen=persist,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image7.png,False,,PNG,image/png,1600,900,88605,e3a3232eeebc9205fc5cd8cb359f69f65a45dc621c176124fbdecdfb6d21cc8e,sha256:e3a3232eeebc9205,1
DPN01. Decision Process:s14:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",14,False,2,embedded-image,10,Picture 6,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image8.png,False,,PNG,image/png,208,206,9686,7239d3b014bfd89ef306a8b0b2664582823e86a39f5410d201c281aa19e6277e,sha256:7239d3b014bfd89e,1
DPN01. Decision Process:s15:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",15,False,1,embedded-image,6,Picture 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image9.png,False,,PNG,image/png,1672,941,1389168,c584cfd715f47d99981552c3eb93584a572ecc0f6c89c8ec433b2ccd1f5dffa2,sha256:c584cfd715f47d99,1
DPN01. Decision Process:s19:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",19,False,1,embedded-image,17417,Picture 1,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image10.png,False,r=21313,PNG,image/png,1448,1086,1344511,969e083838339d18b34ace55e7277425dc271e7dbaf8aa8ec266456a43fe0278,sha256:969e083838339d18,2
DPN01. Decision Process:s19:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",19,False,2,embedded-image,17418,Picture 3,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image10.png,False,l=78631,PNG,image/png,1448,1086,1344511,969e083838339d18b34ace55e7277425dc271e7dbaf8aa8ec266456a43fe0278,sha256:969e083838339d18,2
DPN01. Decision Process:s20:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",20,False,1,embedded-image,17417,Picture 3,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image11.png,False,,PNG,image/png,333,898,207001,09e794feea16fe96ae61a0333a3e19dc317665f8ea0e5ed99cbab3308e90d353,sha256:09e794feea16fe96,1
DPN01. Decision Process:s20:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",20,False,2,embedded-image,17419,Picture 7,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image12.png,False,r=-2,PNG,image/png,639,898,109858,f0bc548355b408283839e9a0e4737f3e31cfc23e87a28e82bb33887646334350,sha256:f0bc548355b40828,1
DPN01. Decision Process:s21:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",21,False,1,embedded-image,23559,Picture 10,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image13.png,False,,PNG,image/png,350,302,63766,a60a2164ab290afad0903978369c755226a2fea57f5a5219989c48c79445a7ce,sha256:a60a2164ab290afa,1
DPN01. Decision Process:s21:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",21,False,2,embedded-image,23563,Picture 5,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image14.png,False,,PNG,image/png,331,302,74801,a5df6fd21f930f04e08c0e03c15452b8b4aa17274ee3390f36158d582ed66960,sha256:a5df6fd21f930f04,1
DPN01. Decision Process:s22:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",22,False,1,embedded-image,13,Picture 7,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image15.jpeg,False,,JPEG,image/jpeg,462,645,69279,90635d6853b743997e1be8498d40c7bcf1a7e993fa6c845586ab808290dac1e4,sha256:90635d6853b74399,2
DPN01. Decision Process:s22:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",22,False,2,embedded-image,14,Picture 8,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image16.jpeg,False,,JPEG,image/jpeg,480,645,72849,9568a063e2f83c863cf119eeab957e7b2daf61bae4d771259e00bbcfc75c2f00,sha256:9568a063e2f83c86,2
DPN01. Decision Process:s23:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",23,False,1,embedded-image,23559,Picture 3,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image17.png,False,,PNG,image/png,1202,582,98564,697da4bd18531bdb0230038f18feac58c9bffb2403ee5b53f114da4f9df0da7c,sha256:697da4bd18531bdb,1
DPN01. Decision Process:s23:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",23,False,2,embedded-image,23560,Picture 5,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image18.png,False,,PNG,image/png,1202,582,73281,bc47e7a3dd6a7d01ea4ecc28a59ed306721639ac7aac587ba5f80a16c30f8251,sha256:bc47e7a3dd6a7d01,1
DPN01. Decision Process:s24:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",24,False,1,embedded-image,23561,Picture 2,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image19.png,False,,PNG,image/png,624,412,38092,33c0fe734a614dbc2b0ac32fd99224de055e9d3e3aa8cbdc551da52c5f3c2f14,sha256:33c0fe734a614dbc,1
DPN01. Decision Process:s25:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",25,False,1,embedded-image,10,Picture 4,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image20.png,False,,PNG,image/png,640,462,280809,c1065373db12ea28a4d0b7f02ad61b41c7bc9f8c2bd8eb88cd7618405fa1c25b,sha256:c1065373db12ea28,2
DPN01. Decision Process:s25:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",25,False,2,embedded-image,11,Picture 2,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image21.jpeg,False,,JPEG,image/jpeg,584,364,31223,6e7efc6cbd6b75f08039528727b475a7b8ccbc1f7c33849bf571b5d1803be16d,sha256:6e7efc6cbd6b75f0,2
DPN01. Decision Process:s26:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",26,False,1,embedded-image,27,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image22.png,False,b=14626,PNG,image/png,622,631,172642,11ed8f4d9e4b3d75aa2ac881ebb4170f2533558365e4d17ec4cedb589e071b35,sha256:11ed8f4d9e4b3d75,1
DPN01. Decision Process:s26:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",26,False,2,embedded-image,30,Picture 2,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image23.jpeg,False,,JPEG,image/jpeg,452,678,43272,c10c497ab845c3b7e29e6a469ed29cc85cc04603366ab7ffc6ac46f590922486,sha256:c10c497ab845c3b7,2
DPN01. Decision Process:s26:o3,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",26,False,3,embedded-image,31,Picture 4,,,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image24.jpeg,False,,JPEG,image/jpeg,356,483,73700,7681ebb9a492bc57b5a05ac800f966fff0535b0ab6ad802c5ca58ba9554aee91,sha256:7681ebb9a492bc57,2
DPN01. Decision Process:s26:o4,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",26,False,4,embedded-image,32,Picture 14,,,False,rId6,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image25.png,False,,PNG,image/png,240,160,13891,aa8dd795681e6c4934396c1515bce28241e251ab06a2208625ced9db249057de,sha256:aa8dd795681e6c49,1
DPN01. Decision Process:s26:o5,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",26,False,5,embedded-image,33,Picture 18,,,False,rId7,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image26.png,False,,PNG,image/png,528,556,439404,d961b43db2a8cf1acd8ebd04aebd6b5714717904b37fa55d041936f756c462ed,sha256:d961b43db2a8cf1a,2
DPN01. Decision Process:s29:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",29,False,1,embedded-image,7,Picture 4,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image27.png,False,t=12576,PNG,image/png,1672,941,1295500,1389b9870a360ca6c27db7f2e457f8bce629cbd947056e2f285505d0c2b40f16,sha256:1389b9870a360ca6,1
DPN01. Decision Process:s30:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",30,False,1,embedded-image,6,Picture 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image28.png,False,,PNG,image/png,1672,941,1578876,39048d61d9b2d264d758877126b7b60662d756f07af4201d432131c2e0e27a04,sha256:39048d61d9b2d264,1
DPN01. Decision Process:s31:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",31,False,1,embedded-image,22,Picture 17,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image29.png,False,,PNG,image/png,1536,1024,2013476,bf9534bbdd42502f2307db1e95991559d102fc9e23164455c0dc7ce3826c9579,sha256:bf9534bbdd42502f,1
DPN01. Decision Process:s33:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",33,False,1,embedded-image,14,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image30.png,False,,PNG,image/png,2218,956,221227,92ec00f5af86675380f02e1f5d821ab57f7bbe60fd3a47da1e7204a748da507e,sha256:92ec00f5af866753,1
DPN01. Decision Process:s36:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",36,False,1,embedded-image,14,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image31.gif,False,,GIF,image/gif,1435,764,114036,13029cdb4d17b05ff326b10c365a1f14f72a6379d9ea831caa53091bc7578356,sha256:13029cdb4d17b05f,2
DPN01. Decision Process:s36:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",36,False,2,embedded-image,15,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image31.gif,False,,GIF,image/gif,1435,764,114036,13029cdb4d17b05ff326b10c365a1f14f72a6379d9ea831caa53091bc7578356,sha256:13029cdb4d17b05f,2
DPN01. Decision Process:s40:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",40,False,1,embedded-image,7,大卫的大脑科学 第4集 (1),,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image32.png,False,,PNG,image/png,1280,720,542793,0b1f45e03e2eee30e511ce770d9aa7abd1d6b533722b59d144bbdd166fa20ec0,sha256:0b1f45e03e2eee30,2
DPN01. Decision Process:s40:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",40,False,2,embedded-image,8,大卫的大脑科学 第4集 (1),,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image32.png,False,,PNG,image/png,1280,720,542793,0b1f45e03e2eee30e511ce770d9aa7abd1d6b533722b59d144bbdd166fa20ec0,sha256:0b1f45e03e2eee30,2
DPN01. Decision Process:s41:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",41,False,1,embedded-image,13,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image33.png,False,,PNG,image/png,1026,756,127348,1d843b76161f3662f46527e1e7559eea50ae113a299889eccd66e7006d046dec,sha256:1d843b76161f3662,2
DPN01. Decision Process:s41:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",41,False,2,embedded-image,14,Content Placeholder 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image33.png,False,,PNG,image/png,1026,756,127348,1d843b76161f3662f46527e1e7559eea50ae113a299889eccd66e7006d046dec,sha256:1d843b76161f3662,2
DPN01. Decision Process:s42:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",42,False,1,embedded-image,9,slide.url=https://www.polleverywhere.com/multiple_choice_polls/bvmJmXYXz57a5v8ygHyP7?display_state=instructions&activity_state=opened&state=opened&flow=Instructor&onscreen=persist,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image34.png,False,,PNG,image/png,1600,900,90097,2358ed91cca05d8614e22fb8f71bff07d628cc74eba743c6407eb8f97cde0fb0,sha256:2358ed91cca05d86,1
DPN01. Decision Process:s42:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",42,False,2,embedded-image,10,Picture 6,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image35.png,False,,PNG,image/png,209,208,9686,87dc0cdd56f5950578997b319eb93442e5f9369b279e18ea6df97388848de82b,sha256:87dc0cdd56f59505,1
DPN01. Decision Process:s43:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",43,False,1,embedded-image,6,Picture 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image36.png,False,,PNG,image/png,1672,941,1748109,57b7e9e0b21981a371adb05717bab5879ba9a3f96a18b0825986a4e2e274bef0,sha256:57b7e9e0b21981a3,1
DPN01. Decision Process:s46:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",46,False,1,embedded-image,43,Picture 29,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image37.png,False,,PNG,image/png,480,480,135329,d5e05e36c23b2f48a3e609ecf945d13a5ffd0b698a8585045cf4376142aaa4c3,sha256:d5e05e36c23b2f48,1
DPN01. Decision Process:s50:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",50,False,1,embedded-image,6,Picture 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image38.png,False,,PNG,image/png,1672,941,1715958,db66a32798f350513e7e5bfa42b12b84f245e2cfd1f4f36b32c2542612adc3fe,sha256:db66a32798f35051,1
DPN01. Decision Process:s52:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",52,False,1,embedded-image,16,Picture 9,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image39.png,False,,PNG,image/png,982,982,70811,faebfd41ef7ace5415798c00d886b16318153aef306f712d18a80f3a0fb1f12a,sha256:faebfd41ef7ace54,1
DPN01. Decision Process:s54:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",54,False,1,embedded-image,4,Image 0,,/mnt/data/a_wide_cinematic_digital_illustration_concept_a_batch_1.png,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image40.jpeg,False,,JPEG,image/jpeg,1672,941,453153,dc3c42270e494a1955bf55718e078c33d2662bdb3fb20294ab42c423a6c913d9,sha256:dc3c42270e494a19,3
DPN01. Decision Process:s55:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",55,False,1,embedded-image,10,Image 0,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image41.jpeg,False,,JPEG,image/jpeg,1672,941,453153,67146575d2c8d0740eb30e15fca03fa6518fd2d0c310f3af86d07814e49e70fc,sha256:67146575d2c8d074,3
DPN01. Decision Process:s64:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",64,True,1,embedded-image,8,Picture 4,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image42.jpeg,False,,JPEG,image/jpeg,791,900,260656,26806cfad1024abca48fa29629d9c920966f8d45cc81c52bf89c4ed47b408d50,sha256:26806cfad1024abc,1
DPN01. Decision Process:s66:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",66,True,1,embedded-image,27,Picture 2,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image23.jpeg,False,,JPEG,image/jpeg,452,678,43272,c10c497ab845c3b7e29e6a469ed29cc85cc04603366ab7ffc6ac46f590922486,sha256:c10c497ab845c3b7,2
DPN01. Decision Process:s66:o2,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",66,True,2,embedded-image,28,Picture 4,,,False,rId4,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image24.jpeg,False,,JPEG,image/jpeg,356,483,73700,7681ebb9a492bc57b5a05ac800f966fff0535b0ab6ad802c5ca58ba9554aee91,sha256:7681ebb9a492bc57,2
DPN01. Decision Process:s66:o3,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",66,True,3,embedded-image,29,Picture 18,,,False,rId5,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image26.png,False,,PNG,image/png,528,556,439404,d961b43db2a8cf1acd8ebd04aebd6b5714717904b37fa55d041936f756c462ed,sha256:d961b43db2a8cf1a,2
DPN01. Decision Process:s74:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",74,True,1,embedded-image,6,Picture 5,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image43.png,False,,PNG,image/png,1672,941,1642903,0f5263eaba29d7393420fd78fe41f7ef91bd5db1b390eb75d3f715f87ff19868,sha256:0f5263eaba29d739,1
DPN01. Decision Process:s77:o1,DPN01. Decision Process.pptx,"/Users/huz/Library/CloudStorage/OneDrive-SyddanskUniversitet/Teaching/Decision, Persuasion, and Negotiation/Notes/Slides 2026/DPN01. Decision Process.pptx",77,True,1,embedded-image,17417,Picture 1,,,False,rId3,http://schemas.openxmlformats.org/officeDocument/2006/relationships/image,ppt/media/image44.png,False,,PNG,image/png,1186,515,126669,b757cc1bd4855c7f4fd6a1ae2a61b4dde1940df3e8052757d1661e67ad56eb79,sha256:b757cc1bd4855c7f,1
